Wafer ID,FAMILY_CODE,8_24C_Yield,22_24C_Yield,DI51_C5_M7125P125A_ST_A102_4M_Perfect,SailSM_K2_AllChains_1p25vFM_Perfect,SailSM_K2_AllChains_0p5vFM_LY,fin_res,fin_res_metric2,WETSTRIPSWPCP.1 Process Tool,PC DC10,WETSWSTRIPCTP.1 Process Tool,CT DC10,DC10
6A06F182SOF3,9S,0,0,94.4400024,94.8700027,64.8600006,N,0,DC10,1,DC09,0,1
6A064297SOB3,US,0.25,0.02,83.3300018,84.6100006,96.9599991,N,0,DC09,0,DC10,1,1
6A061103SOC5,US,0.25,0.03,91.6600037,,,N,0,DC10,1,DC09,0,1
6A05T319SOE1,9S,0.25,0.03,97.2200012,,,N,0,DC09,0,DC11,0,0
6A06C097SOB3,9S,0.25,0.03,94.4400024,,,N,0,DC11,0,DC10,1,1
65600A4QSEE7,US,0.25,0.03,86.1100006,76.9199982,96.6600037,N,0,DC11,0,DC10,1,1
65602752SEF1,9S,0.25,0.05,94.4400024,89.7399979,97.1399994,N,0,DC09,0,DC10,1,1
6A05Z071SOC0,9S,0.25,0.05,91.6600037,92.3000031,100,N,0,DC10,1,DC09,0,1
6A03C170SOE3,US,0.25,0.05,94.4400024,92.3000031,97.2200012,N,0,DC09,0,DC11,0,0
6A05R121SOF1,US,0.25,0.05,91.6600037,,,N,0,DC09,0,DC09,0,0
6A063104SOA2,9S,0.25,0.05,83.3300018,,,N,0,DC09,0,DC09,0,0
6A064249SOC1,US,0.25,0.05,83.3300018,92.3000031,100,M,4,DC09,0,DC10,1,1
65600908SEF5,US,0.25,0.05,88.8799973,94.8700027,100,N,0,DC10,1,DC09,0,1
6A06D171SOD2,US,0.25,0.05,83.3300018,87.1699982,100,M,3.75,DC11,0,DC10,1,1
6560276FSEG1,9S,0.25,0.06,94.4400024,89.7399979,100,N,0,DC09,0,DC10,1,1
65602755SED1,9S,0.25,0.06,88.8799973,,,N,0,DC09,0,DC10,1,1
6A05Z146SOB4,US,0.25,0.06,91.6600037,100,97.4300003,M,4,DC11,0,DC09,0,0
6A06A215SOG0,9S,0.25,0.06,91.6600037,89.7399979,100,N,0,DC09,0,DC10,1,1
6A05Y300SOA1,9S,0.25,0.06,80.5500031,94.8700027,100,N,1.5,DC09,0,DC10,1,1
6A05W044SOA1,US,0.25,0.06,88.8799973,,,N,0,DC09,0,DC10,1,1
6A05L226SOB1,9S,0.25,0.06,86.1100006,97.4300003,97.3600006,N,0,DC11,0,DC11,0,0
65604250SEB6,US,0.25,0.06,86.1100006,,,N,0,DC10,1,DC09,0,1
6A06F075SOH1,US,0.25,0.06,94.4400024,94.8700027,100,N,0,DC09,0,DC10,1,1
6A06F048SOG3,US,0.25,0.06,94.4400024,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6A060221SOB7,US,0.25,0.06,94.4400024,,,N,0,DC11,0,DC11,0,0
65600859SED6,US,0.25,0.06,80.5500031,84.6100006,100,M,9,DC09,0,DC11,0,0
6A061152SOG1,US,0.25,0.06,94.4400024,97.4300003,100,N,0,DC09,0,DC11,0,0
6A05Z259SOD1,US,0.25,0.08,88.8799973,,,N,0,DC11,0,DC09,0,0
6A062112SOD2,US,0.25,0.08,83.3300018,92.3000031,100,N,0,DC11,0,DC11,0,0
6A064287SOE2,US,0.25,0.08,91.6600037,92.3000031,100,N,0,DC11,0,DC11,0,0
6Q0IT002SOH0,US,0.25,0.08,91.6600037,97.4300003,100,N,0,DC11,0,DC09,0,0
6A05L294SOC0,US,0.25,0.08,94.4400024,100,97.4300003,N,0,DC11,0,DC11,0,0
6A05X043SOD5,US,0.25,0.08,91.6600037,,,N,0,DC10,1,DC10,1,1
6A05L230SOC2,9S,0.25,0.08,91.6600037,89.7399979,97.1399994,N,0,DC11,0,DC11,0,0
6560064MSEE7,US,0.25,0.08,91.6600037,79.4800034,100,N,0,DC10,1,DC09,0,1
6A04G168SOB4,9S,0.25,0.08,86.1100006,89.7399979,100,N,0,DC09,0,DC10,1,1
6A05R068SOC1,US,0.25,0.08,83.3300018,,,M,3,DC10,1,DC09,0,1
6A04S141SOE1,9S,0.25,0.08,86.1100006,97.4300003,100,N,0,DC10,1,DC10,1,1
6A05Z277SOD5,US,0.25,0.08,80.5500031,92.3000031,97.2200012,M,3,DC09,0,DC10,1,1
6A069107SOA4,US,0.25,0.08,88.8799973,,,M,2,DC11,0,DC11,0,0
6A05R066SOB0,US,0.25,0.08,100,94.8700027,100,N,0,DC09,0,DC10,1,1
6A069190SOD7,9S,0.25,0.09,100,,,N,0,DC09,0,DC11,0,0
6A063031SOB7,US,0.25,0.09,91.6600037,82.0500031,100,N,0,DC11,0,DC11,0,0
6A05W072SOF1,US,0.25,0.09,97.2200012,,,N,0,DC10,1,DC10,1,1
6A04W168SOA1,9S,0.25,0.09,100,94.8700027,97.2900009,N,0,DC09,0,DC10,1,1
6A065015SOD2,US,0.25,0.09,88.8799973,94.8700027,100,M,2,DC10,1,DC09,0,1
6A05Y074SOH0,US,0.25,0.09,94.4400024,92.3000031,100,N,0,DC09,0,DC10,1,1
6A05Z265SOF3,US,0.25,0.09,94.4400024,89.7399979,100,N,0,DC09,0,DC10,1,1
6A06F045SOB0,US,0.25,0.09,100,89.7399979,91.4199982,N,0,DC09,0,DC09,0,0
6A052199SOH0,US,0.25,0.09,86.1100006,94.8700027,100,N,0,DC09,0,DC09,0,0
6A05Y163SOE6,US,0.25,0.09,88.8799973,92.3000031,97.2200012,N,0,DC10,1,DC10,1,1
6A065086SOC1,9S,0.25,0.11,83.3300018,97.4300003,97.3600006,N,1.33333333,DC09,0,DC09,0,0
6A069158SOF1,9S,0.25,0.11,75,,,M,6,DC11,0,DC11,0,0
6A05E151SOG3,US,0.25,0.11,88.8799973,94.8700027,97.2900009,N,0,DC10,1,DC10,1,1
6A05T277SOB3,US,0.25,0.11,88.8799973,89.7399979,100,N,0,DC11,0,DC10,1,1
6560424XSEF0,US,0.25,0.11,91.6600037,,,N,0,DC11,0,DC11,0,0
6A05C266SOB0,US,0.25,0.11,97.2200012,87.1699982,100,N,0,DC10,1,DC10,1,1
6A064238SOA6,US,0.25,0.11,91.6600037,82.0500031,96.8700027,N,0,DC09,0,DC11,0,0
65600A7QSED5,US,0.25,0.11,77.7699966,,,M,4,DC11,0,DC10,1,1
6A060222SOG1,US,0.25,0.11,94.4400024,,,N,0,DC10,1,DC10,1,1
6A064111SOH1,9S,0.25,0.13,94.4400024,92.3000031,100,N,0,DC09,0,DC11,0,0
6A060086SOA2,US,0.25,0.13,91.6600037,82.0500031,100,N,0,DC09,0,DC11,0,0
6A064236SOH0,US,0.25,0.13,91.6600037,97.4300003,97.3600006,N,0,DC09,0,DC11,0,0
6A062113SOA1,US,0.25,0.14,83.3300018,89.7399979,100,M,2,DC09,0,DC11,0,0
6A06F074SOC7,US,0.25,0.14,86.1100006,97.4300003,97.3600006,N,0,DC09,0,DC10,1,1
65600A7GSEF3,US,0.25,0.14,86.1100006,,,M,10,DC11,0,DC10,1,1
6A05R166SOA1,US,0.25,0.16,94.4400024,,,N,0,DC09,0,DC10,1,1
6A069105SOG6,US,0.25,0.16,91.6600037,,,N,0,DC09,0,DC11,0,0
6A060206SOG6,US,0.25,0.16,100,92.3000031,97.2200012,N,0,DC11,0,DC11,0,0
6A069154SOC7,9S,0.25,0.17,97.2200012,94.8700027,100,N,0,DC11,0,DC11,0,0
6A064243SOG1,US,0.27,0,88.8799973,92.3000031,100,N,0,DC09,0,DC10,1,1
6A05E392SOE6,,0.27,0.02,88.8799973,,,,,DC10,1,DC09,0,1
6A05Y114SOB2,9S,0.27,0.02,97.2200012,87.1699982,97.0500031,N,0,DC09,0,DC11,0,0
6A053047SOG6,US,0.27,0.02,83.3300018,97.4300003,97.3600006,M,5,DC09,0,DC11,0,0
6560275ISEH0,9S,0.27,0.03,91.6600037,,,N,0,DC09,0,DC10,1,1
6A05R173SOG5,US,0.27,0.03,83.3300018,94.8700027,100,N,0,DC09,0,DC09,0,0
6A05S219SOE5,9S,0.27,0.05,88.8799973,,,N,0,DC11,0,DC11,0,0
6A065053SOF3,9S,0.27,0.05,88.8799973,,,M,3,DC09,0,DC11,0,0
6A04R115SOH2,9S,0.27,0.05,94.4400024,,,N,0,DC09,0,DC09,0,0
6A066139SOG5,9S,0.27,0.05,91.6600037,89.7399979,97.1399994,N,0,DC11,0,DC10,1,1
6A066246SOE7,9S,0.27,0.05,97.2200012,89.7399979,94.2799988,N,0,DC11,0,DC10,1,1
6A06D166SOF2,US,0.27,0.05,91.6600037,92.3000031,97.2200012,M,7,DC09,0,DC09,0,0
6A067018SOC0,9S,0.27,0.06,88.8799973,97.4300003,100,N,0,DC11,0,DC09,0,0
6A06F167SOC7,9S,0.27,0.06,83.3300018,,,N,0,DC09,0,DC09,0,0
6A064042SOD5,9S,0.27,0.06,88.8799973,89.7399979,97.1399994,N,0,DC09,0,DC10,1,1
6A05D309SOB0,US,0.27,0.06,91.6600037,94.8700027,97.2900009,N,0,DC10,1,DC10,1,1
6A05X120SOD1,US,0.27,0.06,100,92.3000031,100,N,0,DC09,0,DC09,0,0
6A067038SOD5,9S,0.27,0.06,83.3300018,89.7399979,97.1399994,M,6.4,DC09,0,DC09,0,0
6A068156SOD5,9S,0.27,0.06,88.8799973,97.4300003,94.7300034,N,0,DC09,0,DC10,1,1
6A05Y121SOA3,9S,0.27,0.06,88.8799973,89.7399979,100,N,0,DC11,0,DC11,0,0
6A068213SOB4,9S,0.27,0.06,86.1100006,,,N,0,DC11,0,DC10,1,1
6A069138SOD4,US,0.27,0.06,88.8799973,94.8700027,100,N,0,DC09,0,DC11,0,0
6A05R008SOE5,US,0.27,0.06,91.6600037,94.8700027,100,N,0,DC09,0,DC09,0,0
65602769SEC4,9S,0.27,0.08,91.6600037,,,N,0,DC09,0,DC10,1,1
6A06E067SOD3,9S,0.27,0.08,86.1100006,,,M,3.75,DC09,0,DC10,1,1
6A05L292SOA7,US,0.27,0.08,100,100,100,N,0,DC10,1,DC09,0,1
6A063029SOB7,US,0.27,0.08,88.8799973,87.1699982,100,N,0,DC11,0,DC09,0,0
6A05X025SOD1,US,0.27,0.08,91.6600037,92.3000031,100,N,0,DC09,0,DC09,0,0
6A04X018SOB0,9S,0.27,0.08,100,94.8700027,100,N,0,DC09,0,DC10,1,1
6560064WSED1,US,0.27,0.08,94.4400024,89.7399979,100,N,0,DC11,0,DC09,0,0
6560423LSEB1,US,0.27,0.08,88.8799973,,,M,2,DC11,0,DC11,0,0
6560423NSEC2,US,0.27,0.08,80.5500031,,,N,0,DC11,0,DC11,0,0
6A05L080SOE3,9S,0.27,0.08,91.6600037,92.3000031,100,N,0,DC09,0,DC10,1,1
6A05L077SOA1,9S,0.27,0.08,88.8799973,94.8700027,100,N,0,DC09,0,DC10,1,1
6A05U294SOF3,9S,0.27,0.08,86.1100006,,,N,0,DC11,0,DC09,0,0
6A05R054SOC6,US,0.27,0.08,86.1100006,,,N,0,DC10,1,DC09,0,1
6A04F216SOG1,9S,0.27,0.08,86.1100006,92.3000031,100,M,4,DC09,0,DC09,0,0
6Q0JE143SOD5,9S,0.27,0.08,88.8799973,,,N,0,DC11,0,DC09,0,0
6A064046SOF7,US,0.27,0.08,88.8799973,97.4300003,100,N,0,DC11,0,DC09,0,0
6A064115SOC0,US,0.27,0.08,80.5500031,87.1699982,100,Y,18,DC11,0,DC10,1,1
6A069139SOA3,US,0.27,0.08,97.2200012,,,N,0,DC09,0,DC11,0,0
65600A6ASEE7,US,0.27,0.08,94.4400024,92.3000031,100,N,0,DC11,0,DC10,1,1
6A05R096SOH1,US,0.27,0.08,86.1100006,84.6100006,96.9599991,N,0,DC09,0,DC10,1,1
65602757SEE2,9S,0.27,0.09,94.4400024,92.3000031,100,N,0,DC09,0,DC10,1,1
6A05R084SOB4,US,0.27,0.09,86.1100006,92.3000031,97.2200012,N,0,DC09,0,DC09,0,0
6A05Y284SOC3,US,0.27,0.09,88.8799973,94.8700027,100,N,0,DC09,0,DC09,0,0
65600A3QSEA3,US,0.27,0.09,88.8799973,92.3000031,97.2200012,M,2,DC09,0,DC10,1,1
6A05U144SOF7,US,0.27,0.09,83.3300018,,,N,0,DC09,0,DC11,0,0
6A06D162SOD0,US,0.27,0.09,94.4400024,92.3000031,97.2200012,N,0,DC09,0,DC09,0,0
6A056167SOB2,US,0.27,0.09,88.8799973,,,N,0,DC09,0,DC09,0,0
6A05L120SOG0,US,0.27,0.09,83.3300018,94.8700027,97.2900009,N,0,DC11,0,DC10,1,1
6A05L118SOG0,US,0.27,0.09,91.6600037,92.3000031,97.2200012,N,0,DC11,0,DC10,1,1
65600A7NSEF5,US,0.27,0.09,88.8799973,,,N,0,DC11,0,DC10,1,1
6A05R014SOG7,US,0.27,0.09,97.2200012,97.4300003,100,N,0,DC11,0,DC09,0,0
6A05S199SOE5,US,0.27,0.09,88.8799973,,,N,0,DC10,1,DC09,0,1
6A05M087SOF0,US,0.27,0.09,91.6600037,100,100,N,0,DC11,0,DC11,0,0
6A05Z138SOF4,US,0.27,0.11,100,100,87.1699982,N,0,DC11,0,DC09,0,0
6A05L270SOF4,US,0.27,0.11,88.8799973,87.1699982,100,M,3,DC09,0,DC09,0,0
6A067116SOA0,9S,0.27,0.11,94.4400024,92.3000031,100,N,0,DC11,0,DC11,0,0
6A067294SOE4,9S,0.27,0.11,94.4400024,,,N,0,DC11,0,DC10,1,1
6A05W070SOE0,US,0.27,0.11,94.4400024,,,N,0,DC09,0,DC10,1,1
6A060019SOD5,US,0.27,0.11,97.2200012,76.9199982,100,N,0,DC09,0,DC11,0,0
6A05R134SOA2,US,0.27,0.11,88.8799973,,,N,0,DC09,0,DC10,1,1
6A05I026SOB6,US,0.27,0.11,85.7099991,94.8700027,100,N,0,DC11,0,DC10,1,1
6A063256SOA7,9S,0.27,0.11,88.8799973,,,N,0,DC11,0,DC11,0,0
6A069202SOA4,US,0.27,0.11,88.8799973,97.4300003,94.7300034,N,0,DC11,0,DC10,1,1
6560092WSEG2,US,0.27,0.11,86.1100006,92.3000031,97.2200012,N,0,DC11,0,DC11,0,0
6A069155SOH1,9S,0.27,0.13,83.3300018,89.7399979,100,N,0,DC11,0,DC11,0,0
6A069199SOF2,9S,0.27,0.13,100,,,N,0,DC11,0,DC11,0,0
6A063037SOF2,US,0.27,0.13,83.3300018,,,N,0,DC11,0,DC09,0,0
6A05R118SOA7,US,0.27,0.13,88.8799973,92.3000031,100,N,0,DC09,0,DC09,0,0
6A057094SOD2,US,0.27,0.13,91.6600037,,,N,0,DC09,0,DC09,0,0
6A06F107SOF3,9S,0.27,0.13,94.4400024,92.3000031,100,N,0,DC09,0,DC11,0,0
6A03R058SOG3,US,0.27,0.13,72.2200012,84.6100006,100,N,0,DC11,0,DC10,1,1
6A05Z176SOA2,US,0.27,0.14,94.4400024,97.4300003,100,N,0,DC11,0,DC09,0,0
6A06F219SOC6,9S,0.27,0.14,94.4400024,92.3000031,97.2200012,N,0,DC09,0,DC10,1,1
6A05U179SOD6,US,0.27,0.14,88.8799973,89.7399979,97.1399994,N,0,DC11,0,DC10,1,1
6560084DSEB6,US,0.27,0.16,94.4400024,89.7399979,88.5699997,N,0,DC09,0,DC09,0,0
6A05P067SOE4,US,0.27,0.16,91.6600037,92.3000031,97.2200012,N,0,DC11,0,DC09,0,0
6Q0J4301SOF7,US,0.27,0.16,80.5500031,,,N,0,DC11,0,DC11,0,0
6A05C257SOA6,US,0.27,0.16,94.4400024,92.3000031,100,N,0,DC09,0,DC10,1,1
6A066247SOB6,9S,0.27,0.16,94.4400024,92.3000031,100,N,0,DC11,0,DC10,1,1
6A064117SOD1,9S,0.27,0.17,77.7699966,94.8700027,100,M,7,DC11,0,DC11,0,0
6A05P029SOC3,US,0.27,0.19,88.8799973,92.3000031,97.2200012,N,0,DC11,0,DC09,0,0
6A064122SOB1,US,0.27,0.19,77.7699966,97.4300003,100,N,0,DC11,0,DC10,1,1
6A04I133SOE3,9S,0.28,0.02,88.8799973,94.8700027,100,N,0,DC11,0,DC09,0,0
65600A7CSED1,9S,0.28,0.03,91.6600037,,,N,0,DC09,0,DC09,0,0
6A05U218SOB1,9S,0.28,0.03,77.7699966,,,M,6.4,DC09,0,DC10,1,1
6A065081SOD0,9S,0.28,0.05,88.8799973,,,N,0,DC09,0,DC09,0,0
6A06C016SOF3,9S,0.28,0.05,100,94.8700027,100,N,0,DC09,0,DC10,1,1
6A061054SOA6,US,0.28,0.05,94.4400024,,,N,0,DC09,0,DC09,0,0
6A05X045SOE6,US,0.28,0.05,91.6600037,,,N,0,DC10,1,DC10,1,1
6A05R092SOE7,US,0.28,0.05,91.6600037,100,100,N,0,DC09,0,DC10,1,1
65600A3SSEB4,US,0.28,0.05,94.4400024,97.4300003,97.3600006,N,0,DC09,0,DC09,0,0
6A061231SOG6,US,0.28,0.05,80.5500031,87.1699982,94.1100006,M,6.66666667,DC11,0,DC10,1,1
6A066248SOG0,9S,0.28,0.05,91.6600037,92.3000031,100,N,0,DC11,0,DC10,1,1
6A069181SOD5,XX,0.28,0.06,91.6600037,97.4300003,100,N,0,DC09,0,DC09,0,0
6A05L279SOG7,US,0.28,0.06,77.7699966,87.1699982,100,N,0,DC09,0,DC09,0,0
6A05L267SOB2,US,0.28,0.06,97.2200012,92.3000031,100,N,0,DC10,1,DC09,0,1
6Q0IT031SOB4,US,0.28,0.06,88.8799973,87.1699982,100,N,0,DC11,0,DC09,0,0
6A063311SOF0,US,0.28,0.06,80.5500031,,,M,3,DC10,1,DC10,1,1
6A066201SOC4,9S,0.28,0.06,94.4400024,94.8700027,97.2900009,N,0,DC11,0,DC10,1,1
6A064044SOE6,US,0.28,0.06,88.8799973,97.4300003,100,N,0,DC11,0,DC09,0,0
6A05Z132SOC1,US,0.28,0.06,91.6600037,,,N,0,DC09,0,DC10,1,1
6A056031SOA0,US,0.28,0.06,94.4400024,,,N,0,DC09,0,DC11,0,0
6A05L108SOB4,US,0.28,0.06,88.8799973,94.8700027,100,N,0,DC11,0,DC10,1,1
6A064270SOG7,US,0.28,0.06,88.8799973,89.7399979,100,N,0,DC11,0,DC10,1,1
6A05R025SOA7,US,0.28,0.06,91.6600037,,,N,0,DC09,0,DC09,0,0
6A067010SOE7,9S,0.28,0.08,88.8799973,94.8700027,100,M,3,DC09,0,DC09,0,0
6560275DSEA4,9S,0.28,0.08,88.8799973,,,N,0,DC09,0,DC10,1,1
6A065166SOH0,9S,0.28,0.08,88.8799973,84.6100006,93.9300003,M,4,DC09,0,DC10,1,1
6A060296SOD0,US,0.28,0.08,80.5500031,,,M,9,DC09,0,DC09,0,0
6A063033SOD0,US,0.28,0.08,91.6600037,,,N,0,DC11,0,DC11,0,0
6A05R193SOA7,US,0.28,0.08,88.8799973,87.1699982,97.0500031,N,0,DC09,0,DC09,0,0
6A05T382SOF7,US,0.28,0.08,81.8099976,92.3000031,100,M,2,DC10,1,DC10,1,1
6A05T386SOA6,US,0.28,0.08,83.1100006,,,Y,27,DC10,1,DC10,1,1
6560064HSEF6,US,0.28,0.08,94.4400024,97.4300003,100,N,0,DC10,1,DC09,0,1
6560424USEH0,US,0.28,0.08,94.4400024,94.8700027,100,N,0,DC10,1,DC11,0,1
6A06D159SOG1,US,0.28,0.08,97.2200012,94.8700027,100,N,0,DC09,0,DC09,0,0
65600A27SED3,9S,0.28,0.08,86.1100006,89.7399979,97.1399994,M,6,DC09,0,DC10,1,1
6A06D127SOG2,US,0.28,0.08,83.3300018,87.1699982,100,N,0,DC11,0,DC10,1,1
6A06D170SOG3,US,0.28,0.08,88.8799973,92.3000031,100,N,0,DC11,0,DC10,1,1
65600A6CSEG0,US,0.28,0.08,77.7699966,100,97.4300003,M,3,DC11,0,DC09,0,0
6A069177SOC4,9S,0.28,0.09,97.2200012,94.8700027,100,N,0,DC09,0,DC09,0,0
6A06C120SOF5,9S,0.28,0.09,97.2200012,,,N,0,DC11,0,DC09,0,0
6A05Z191SOC6,US,0.28,0.09,100,,,N,0,DC11,0,DC09,0,0
6A05L266SOE3,US,0.28,0.09,91.6600037,100,100,N,0,DC09,0,DC09,0,0
6A060013SOA2,US,0.28,0.09,91.6600037,84.6100006,96.9599991,N,0,DC09,0,DC11,0,0
6A05X086SOE7,US,0.28,0.09,94.4400024,97.4300003,100,N,0,DC09,0,DC11,0,0
6A05Z286SOD7,US,0.28,0.09,86.1100006,,,M,3,DC09,0,DC09,0,0
6A05R159SOB0,US,0.28,0.09,80.5500031,97.4300003,97.3600006,N,0,DC09,0,DC09,0,0
6A05S022SOD2,US,0.28,0.09,88.8799973,82.0500031,96.8700027,N,0,DC10,1,DC09,0,1
6A06A326SOG4,US,0.28,0.09,94.4400024,92.3000031,97.2200012,N,0,DC09,0,DC10,1,1
6A067257SOG5,US,0.28,0.09,83.3300018,87.1699982,100,M,3,DC09,0,DC11,0,0
65600A68SED4,US,0.28,0.09,91.6600037,92.3000031,97.2200012,N,0,DC11,0,DC10,1,1
6A061159SOG3,US,0.28,0.09,83.3300018,,,N,1.33333333,DC09,0,DC11,0,0
6A06E174SOB5,US,0.28,0.11,69.4400024,,,N,0,DC11,0,DC09,0,0
6A061149SOB7,US,0.28,0.11,88.8799973,92.3000031,97.2200012,M,4,DC10,1,DC09,0,1
6A067236SOA6,9S,0.28,0.11,86.1100006,94.8700027,97.2900009,M,3,DC09,0,DC11,0,0
6A064118SOA0,US,0.28,0.11,80.5500031,,,N,0,DC11,0,DC09,0,0
6A04Y088SOD3,US,0.28,0.11,97.2200012,,,N,0,DC11,0,DC10,1,1
6A066260SOD1,9S,0.28,0.11,94.4400024,,,N,0,DC09,0,DC10,1,1
6A05Z302SOB5,US,0.28,0.11,91.6600037,94.8700027,97.2900009,N,0,DC09,0,DC10,1,1
6A05U117SOF1,US,0.28,0.11,86.1100006,92.3000031,100,M,3,DC09,0,DC11,0,0
6A05L117SOB6,US,0.28,0.11,86.1100006,92.3000031,100,N,0,DC11,0,DC10,1,1
65600A6HSEF1,US,0.28,0.11,91.6600037,,,N,0,DC11,0,DC09,0,0
6A05Z192SOH0,US,0.28,0.13,91.6600037,,,N,0,DC11,0,DC09,0,0
6A05Y080SOB7,9S,0.28,0.13,86.1100006,,,M,2.5,DC09,0,DC10,1,1
6A069163SOD1,9S,0.28,0.13,97.2200012,,,N,0,DC09,0,DC11,0,0
6A064076SOE5,US,0.28,0.13,88.8799973,89.7399979,97.1399994,M,4,DC11,0,DC09,0,0
6A060014SOE4,US,0.28,0.13,91.6600037,87.1699982,100,N,0,DC09,0,DC09,0,0
6A066202SOG6,9S,0.28,0.13,91.6600037,87.1699982,97.0500031,N,0,DC11,0,DC10,1,1
6A06F108SOC2,9S,0.28,0.13,88.8799973,97.4300003,100,N,1,DC11,0,DC11,0,0
65600A60SEG3,US,0.28,0.13,91.6600037,89.7399979,97.1399994,N,0,DC11,0,DC10,1,1
6A064041SOG6,9S,0.28,0.14,86.1100006,89.7399979,97.1399994,M,4.8,DC09,0,DC10,1,1
6A06F348SOD6,US,0.28,0.14,97.2200012,,,N,0,DC11,0,DC11,0,0
6A064203SOC7,US,0.28,0.14,83.3300018,89.7399979,100,N,0,DC09,0,DC10,1,1
6A064166SOG5,US,0.28,0.14,80.5500031,87.1699982,97.0500031,M,9.42857143,DC09,0,DC10,1,1
6A053138SOF5,US,0.28,0.14,97.2200012,92.3000031,97.2200012,N,0,DC09,0,DC09,0,0
6A060204SOF5,US,0.28,0.14,100,92.3000031,100,N,0,DC11,0,DC11,0,0
6A05R099SOF1,US,0.28,0.14,91.6600037,97.4300003,100,N,0,DC09,0,DC10,1,1
6A064124SOC2,US,0.28,0.16,86.1100006,,,N,0,DC11,0,DC10,1,1
6560064VSEG2,US,0.28,0.16,97.2200012,94.8700027,100,N,0,DC11,0,DC09,0,0
6A05S072SOD5,US,0.28,0.16,94.4400024,,,N,0,DC09,0,DC10,1,1
6A05S012SOG1,US,0.28,0.17,80.5500031,76.9199982,100,N,0,DC10,1,DC09,0,1
6A064242SOB7,US,0.28,0.17,94.4400024,97.4300003,100,N,0,DC09,0,DC11,0,0
6A069148SOA5,US,0.28,0.19,91.6600037,97.4300003,100,N,0,DC11,0,DC11,0,0
6A05Y086SOF2,9S,0.3,0.03,77.7699966,92.3000031,91.6600037,N,0,DC09,0,DC11,0,0
6A05L083SOC3,9S,0.3,0.03,83.3300018,89.7399979,100,M,7,DC09,0,DC10,1,1
65600A4MSEC5,US,0.3,0.03,91.6600037,97.4300003,92.0999985,N,0,DC11,0,DC09,0,0
6A05S071SOG6,US,0.3,0.03,94.4400024,,,N,0,DC09,0,DC10,1,1
6A065138SOC0,9S,0.3,0.05,91.6600037,92.3000031,100,N,0,DC09,0,DC09,0,0
6A064195SOB1,9S,0.3,0.05,91.6600037,,,N,0,DC09,0,DC10,1,1
6A051002SOD5,US,0.3,0.05,91.6600037,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6A06A232SOC2,US,0.3,0.05,91.6600037,100,100,N,0,DC11,0,DC11,0,0
6A065137SOF1,9S,0.3,0.06,77.7699966,97.4300003,100,N,0,DC09,0,DC09,0,0
6A06F215SOA4,9S,0.3,0.06,77.7699966,92.3000031,100,M,4,DC09,0,DC10,1,1
6A05G255SOB1,9S,0.3,0.06,91.6600037,,,N,0,DC09,0,DC10,1,1
6A067033SOE4,9S,0.3,0.06,77.7699966,94.8700027,97.2900009,N,1,DC09,0,DC09,0,0
6A06C099SOC4,9S,0.3,0.06,80.5500031,,,N,0,DC11,0,DC10,1,1
65600A28SEA2,9S,0.3,0.06,91.6600037,92.3000031,100,M,4,DC09,0,DC10,1,1
65600A3ASEG1,9S,0.3,0.06,88.8799973,97.4300003,100,N,0,DC11,0,DC10,1,1
6A06C027SOG6,9S,0.3,0.08,88.8799973,92.3000031,100,N,0,DC09,0,DC10,1,1
6A05Y195SOE5,9S,0.3,0.08,88.8799973,94.8700027,97.2900009,M,11,DC09,0,DC11,0,0
6A05Z073SOD1,9S,0.3,0.08,83.3300018,94.8700027,100,M,3.75,DC10,1,DC09,0,1
6A05L300SOC5,US,0.3,0.08,91.6600037,94.8700027,100,N,0,DC10,1,DC09,0,1
6A064237SOD7,US,0.3,0.08,94.4400024,87.1699982,100,N,0,DC09,0,DC11,0,0
6560093BSEC5,US,0.3,0.08,86.1100006,,,N,0,DC11,0,DC11,0,0
6A069195SOD0,US,0.3,0.08,91.6600037,94.8700027,100,N,0,DC11,0,DC10,1,1
6A069147SOD6,US,0.3,0.08,100,,,N,0,DC09,0,DC11,0,0
6A069248SOH1,US,0.3,0.09,80.5500031,89.7399979,100,M,4,DC11,0,DC10,1,1
6A05R171SOF4,US,0.3,0.09,91.6600037,94.8700027,94.5899963,N,0,DC09,0,DC10,1,1
6A063056SOC5,9S,0.3,0.09,91.6600037,89.7399979,94.2799988,N,0,DC09,0,DC11,0,0
6560090NSED2,US,0.3,0.09,97.2200012,87.1699982,100,N,0,DC11,0,DC11,0,0
6A05L201SOA3,US,0.3,0.09,94.4400024,97.4300003,100,N,0,DC11,0,DC09,0,0
6A05L296SOD1,US,0.3,0.11,88.8799973,97.4300003,97.3600006,N,0,DC09,0,DC09,0,0
6Q0EJ121SOC4,US,0.3,0.11,86.1100006,92.3000031,97.2200012,M,4,DC11,0,DC09,0,0
6A05E356SOD6,US,0.3,0.11,91.6600037,,,N,0,DC10,1,DC10,1,1
6A05U151SOF0,9S,0.3,0.11,94.4400024,94.8700027,100,N,0,DC11,0,DC11,0,0
6A066268SOA2,9S,0.3,0.11,86.1100006,84.6100006,100,N,0,DC09,0,DC10,1,1
6A03P286SOB4,9S,0.3,0.11,88.8799973,97.4300003,97.3600006,N,0,DC09,0,DC10,1,1
