Wafer ID,FAMILY_CODE,8_24C_Yield,22_24C_Yield,DI51_C5_M7125P125A_ST_A102_4M_Perfect,SailSM_K2_AllChains_1p25vFM_Perfect,SailSM_K2_AllChains_0p5vFM_LY,fin_res,fin_res_metric2,WETSTRIPSWPCP.1 Process Tool,PC DC10,WETSWSTRIPCTP.1 Process Tool,CT DC10,DC10
6A06F182SOF3,9S,0,0,94.4400024,94.8700027,64.8600006,N,0,DC10,1,DC09,0,1
6A04F077SOC2,9S,0.3,0.11,94.4400024,94.8700027,100,N,0,DC09,0,DC09,0,0
6A05Y009SOE1,9S,0.3,0.11,100,89.7399979,100,N,0,DC09,0,DC11,0,0
6A063058SOD6,9S,0.3,0.11,91.6600037,,,N,0,DC09,0,DC11,0,0
6A06D175SOF4,US,0.3,0.11,97.2200012,97.4300003,97.3600006,N,0,DC11,0,DC10,1,1
6A05R095SOC7,US,0.3,0.11,97.2200012,94.8700027,97.2900009,N,0,DC09,0,DC10,1,1
6A06C110SOB1,9S,0.3,0.13,91.6600037,,,N,0,DC11,0,DC09,0,0
6A05Z178SOB3,US,0.3,0.13,88.8799973,97.4300003,100,N,0,DC11,0,DC09,0,0
65600862SEA5,US,0.3,0.13,91.6600037,,,M,7.33333333,DC11,0,DC09,0,0
6A03P276SOE3,9S,0.3,0.13,77.7699966,,,N,0,DC09,0,DC10,1,1
6A06D082SOF4,US,0.3,0.13,83.3300018,,,M,10,DC09,0,DC11,0,0
6A06C103SOC0,9S,0.3,0.13,91.6600037,,,N,0,DC11,0,DC10,1,1
65600903SEG4,US,0.3,0.13,94.4400024,97.4300003,100,N,0,DC11,0,DC11,0,0
6A05Y173SOB7,US,0.3,0.13,97.2200012,97.4300003,97.3600006,N,0,DC10,1,DC10,1,1
6A060212SOB5,US,0.3,0.13,100,,,N,0,DC11,0,DC11,0,0
6A05S074SOE6,US,0.3,0.13,86.1100006,,,M,3,DC09,0,DC10,1,1
65600868SEE0,US,0.3,0.14,77.7699966,,,M,11.6666667,DC11,0,DC09,0,0
6A05S056SOE2,US,0.3,0.14,97.2200012,97.4300003,100,N,0,DC09,0,DC09,0,0
6A05R180SOF6,US,0.3,0.14,97.2200012,97.4300003,100,N,0,DC09,0,DC10,1,1
6A06F049SOD2,US,0.3,0.14,94.4400024,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6560085QSEC4,US,0.3,0.16,91.6600037,94.8700027,100,N,0,DC11,0,DC09,0,0
6A060297SOH2,US,0.3,0.16,75,,,M,9,DC09,0,DC09,0,0
6A063034SOH2,US,0.3,0.16,91.6600037,87.1699982,100,N,0,DC11,0,DC11,0,0
6A063265SOB1,9S,0.3,0.16,91.6600037,,,N,0,DC11,0,DC11,0,0
6A067274SOC7,US,0.3,0.16,83.3300018,,,M,8,DC09,0,DC11,0,0
6A069104SOC4,US,0.3,0.16,91.6600037,94.8700027,100,N,0,DC09,0,DC11,0,0
6A061163SOA1,US,0.3,0.16,94.4400024,,,N,0,DC09,0,DC11,0,0
6Q0IT096SOF4,US,0.3,0.17,88.8799973,89.7399979,100,M,3,DC11,0,DC10,1,1
6A064194SOE2,9S,0.3,0.17,97.2200012,,,N,0,DC09,0,DC10,1,1
6A046160SOF3,US,0.3,0.19,91.6600037,84.6100006,100,N,0,DC11,0,DC10,1,1
6A062251SOB3,US,0.3,0.19,94.4400024,,,N,0,DC11,0,DC11,0,0
65600A09SEC7,US,0.3,0.19,88.8799973,,,M,3,DC09,0,DC10,1,1
6A067194SOF3,US,0.3,0.19,91.6600037,87.1699982,100,N,0,DC11,0,DC10,1,1
6A05R052SOB5,US,0.3,0.22,72.2200012,,,N,0,DC10,1,DC09,0,1
6A05Z097SOH0,9S,0.31,0.03,86.1100006,89.7399979,100,M,3,DC09,0,DC11,0,0
6A05Z098SOD7,9S,0.31,0.03,94.4400024,94.8700027,100,N,0,DC09,0,DC11,0,0
6A066140SOC3,9S,0.31,0.03,94.4400024,92.3000031,100,N,0,DC11,0,DC10,1,1
6A064049SOD7,9S,0.31,0.05,69.4400024,87.1699982,100,M,12.5,DC09,0,DC10,1,1
6A05Y087SOC1,9S,0.31,0.05,86.1100006,97.4300003,100,N,0,DC09,0,DC11,0,0
6A04Z003SOF4,9S,0.31,0.05,88.8799973,97.4300003,100,M,3,DC09,0,DC09,0,0
6A059152SOG1,US,0.31,0.05,97.2200012,,,N,0,DC09,0,DC09,0,0
6A06F155SOE5,9S,0.31,0.06,94.4400024,,,N,0,DC11,0,DC09,0,0
6A066300SOE6,9S,0.31,0.06,97.2200012,100,100,N,0,DC09,0,DC09,0,0
6A06C108SOB1,9S,0.31,0.06,97.2200012,,,N,0,DC11,0,DC09,0,0
6A05Y263SOD7,9S,0.31,0.06,88.8799973,92.3000031,97.2200012,N,0,DC09,0,DC10,1,1
6A064018SOA7,9S,0.31,0.06,80.5500031,87.1699982,97.0500031,M,8,DC09,0,DC10,1,1
6A05X257SOB2,9S,0.31,0.06,88.8799973,,,M,3,DC11,0,DC11,0,0
6A06C187SOD3,9S,0.31,0.08,83.3300018,,,N,0,DC09,0,DC10,1,1
6A05L285SOB6,US,0.31,0.08,100,94.8700027,97.2900009,N,0,DC10,1,DC09,0,1
6A061102SOF6,US,0.31,0.08,88.8799973,,,N,0,DC10,1,DC09,0,1
6560423PSED3,US,0.31,0.08,94.4400024,,,N,0,DC10,1,DC09,0,1
6A05L045SOA2,9S,0.31,0.08,94.4400024,,,N,0,DC11,0,DC09,0,0
6A05Q046SOG3,9S,0.31,0.08,94.4400024,,,N,0,DC11,0,DC11,0,0
6A066136SOB2,9S,0.31,0.08,86.1100006,89.7399979,100,N,0,DC11,0,DC10,1,1
6A066252SOH1,9S,0.31,0.08,88.8799973,89.7399979,100,N,0,DC11,0,DC10,1,1
65600A87SEA7,9S,0.31,0.08,94.4400024,,,N,0,DC09,0,DC10,1,1
6A04Z122SOC0,US,0.31,0.08,88.8799973,97.4300003,100,N,0,DC09,0,DC09,0,0
6A05Z193SOD7,US,0.31,0.09,88.8799973,,,Y,14,DC11,0,DC09,0,0
6A05Z238SOE5,9S,0.31,0.09,88.8799973,,,M,3,DC09,0,DC10,1,1
6A05M200SOD7,US,0.31,0.09,91.6600037,97.4300003,97.3600006,N,0,DC09,0,DC10,1,1
6A064080SOF6,9S,0.31,0.09,94.4400024,,,N,0,DC09,0,DC09,0,0
6A05U073SOB2,9S,0.31,0.09,77.7699966,92.3000031,100,M,5.71428571,DC11,0,DC11,0,0
6A06D121SOC7,US,0.31,0.09,86.1100006,,,N,0,DC09,0,DC10,1,1
6A04S177SOG2,9S,0.31,0.09,83.3300018,94.8700027,100,N,0,DC10,1,DC10,1,1
6560091NSEA3,US,0.31,0.09,88.8799973,94.8700027,100,N,0,DC11,0,DC11,0,0
6A054166SOD5,US,0.31,0.09,94.4400024,,,N,0,DC09,0,DC11,0,0
6A04V183SOC2,US,0.31,0.09,91.6600037,94.8700027,100,N,0,DC11,0,DC10,1,1
6A069141SOA3,US,0.31,0.09,88.8799973,94.8700027,100,M,2,DC11,0,DC11,0,0
6A060214SOC6,US,0.31,0.09,94.4400024,,,N,0,DC10,1,DC10,1,1
6A06F350SOD6,US,0.31,0.11,88.8799973,,,N,0,DC09,0,DC11,0,0
6A05L288SOH1,US,0.31,0.11,94.4400024,92.3000031,94.4400024,N,0,DC11,0,DC09,0,0
6A05Q218SOH0,US,0.31,0.11,97.2200012,92.3000031,100,N,0,DC09,0,DC10,1,1
6A05I039SOE2,US,0.31,0.11,88.3099976,87.1699982,97.0500031,N,0,DC10,1,DC10,1,1
6A05L081SOB2,9S,0.31,0.11,88.8799973,89.7399979,100,M,4,DC09,0,DC10,1,1
6A05E358SOE7,US,0.31,0.11,80.5500031,,,N,0,DC09,0,DC10,1,1
6A04B040SOB6,9S,0.31,0.11,97.2200012,94.8700027,100,N,0,DC11,0,DC09,0,0
6A06E074SOC4,US,0.31,0.11,91.6600037,92.3000031,97.2200012,N,0,DC11,0,DC09,0,0
6A06D174SOB2,US,0.31,0.11,86.1100006,94.8700027,94.5899963,M,2,DC11,0,DC10,1,1
6A069140SOD4,US,0.31,0.11,91.6600037,,,N,0,DC09,0,DC11,0,0
6560088FSEG1,US,0.31,0.11,94.4400024,,,N,0,DC09,0,DC11,0,0
6A05Z140SOF4,US,0.31,0.13,94.4400024,87.1699982,100,N,0,DC11,0,DC09,0,0
6560085FSEA0,US,0.31,0.13,88.8799973,92.3000031,100,N,0,DC09,0,DC09,0,0
6A064001SOD4,9S,0.31,0.13,91.6600037,,,N,0,DC09,0,DC10,1,1
6A05T379SOB5,US,0.31,0.13,83.1100006,79.4800034,100,M,9,DC10,1,DC10,1,1
65600A0KSEF5,US,0.31,0.13,72.2200012,92.3000031,100,M,5.83333333,DC09,0,DC09,0,0
6A05R107SOG7,US,0.31,0.13,88.8799973,89.7399979,100,N,0,DC10,1,DC09,0,1
65600A65SEF4,US,0.31,0.13,91.6600037,97.4300003,100,N,0,DC11,0,DC10,1,1
6560275NSEG1,9S,0.31,0.14,94.4400024,,,N,0,DC09,0,DC10,1,1
6A065139SOG2,9S,0.31,0.14,88.8799973,92.3000031,100,N,0,DC09,0,DC10,1,1
65600A0JSEB3,US,0.31,0.14,94.4400024,,,N,0,DC09,0,DC09,0,0
6560424VSED7,US,0.31,0.14,83.3300018,,,N,0,DC10,1,DC11,0,1
6A05U065SOF2,9S,0.31,0.14,83.3300018,94.8700027,94.5899963,M,4,DC11,0,DC11,0,0
6A06D088SOB4,US,0.31,0.14,94.4400024,,,N,0,DC09,0,DC11,0,0
6A04S170SOG0,9S,0.31,0.14,88.8799973,94.8700027,100,N,0,DC10,1,DC10,1,1
6A03T387SOG3,9S,0.31,0.14,100,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6A064064SOG3,US,0.31,0.14,97.2200012,94.8700027,100,N,0,DC11,0,DC09,0,0
6A065242SOC2,9S,0.31,0.14,91.6600037,100,100,N,0,DC11,0,DC11,0,0
6A060217SOA6,US,0.31,0.14,100,,,N,0,DC11,0,DC11,0,0
6A05S195SOC3,US,0.31,0.14,97.2200012,92.3000031,100,N,0,DC10,1,DC09,0,1
6A06E175SOF7,US,0.31,0.16,97.2200012,,,N,0,DC11,0,DC09,0,0
6A069159SOC0,9S,0.31,0.16,88.8799973,,,N,0,DC11,0,DC11,0,0
6A05L278SOC5,US,0.31,0.16,80.5500031,92.3000031,100,M,2,DC11,0,DC09,0,0
6A060087SOE4,US,0.31,0.16,91.6600037,,,N,0,DC09,0,DC11,0,0
6A05L160SOB7,9S,0.31,0.16,94.4400024,94.8700027,100,N,0,DC11,0,DC11,0,0
65600A0BSEE2,US,0.31,0.16,94.4400024,89.7399979,100,N,0,DC09,0,DC09,0,0
65603Z10SEA0,US,0.31,0.16,86.1100006,97.4300003,100,N,0,DC09,0,DC09,0,0
6A069102SOB3,US,0.31,0.16,91.6600037,94.8700027,100,N,0,DC11,0,DC11,0,0
6A060213SOF7,US,0.31,0.16,91.6600037,,,N,0,DC11,0,DC11,0,0
6A05T321SOE1,US,0.31,0.17,88.8799973,97.4300003,100,M,3,DC11,0,DC10,1,1
6A05C261SOB7,US,0.31,0.17,94.4400024,84.6100006,96.9599991,N,0,DC10,1,DC10,1,1
6A05R059SOB7,US,0.31,0.17,80.5500031,,,M,2,DC10,1,DC09,0,1
6A067193SOB1,US,0.31,0.17,91.6600037,92.3000031,100,N,0,DC11,0,DC10,1,1
6560084VSEE4,US,0.31,0.19,97.2200012,94.8700027,97.2900009,N,0,DC11,0,DC09,0,0
6560084PSEB1,US,0.31,0.19,88.8799973,92.3000031,97.2200012,M,7,DC11,0,DC09,0,0
6A05L277SOF6,US,0.31,0.19,86.1100006,97.4300003,100,N,0,DC09,0,DC09,0,0
6A060263SOG2,US,0.31,0.2,80.5500031,,,M,4,DC11,0,DC09,0,0
6A05L280SOC5,US,0.31,0.22,94.4400024,84.6100006,100,N,0,DC11,0,DC09,0,0
6A063036SOB0,US,0.31,0.22,86.1100006,,,N,0,DC11,0,DC11,0,0
6A05R067SOF2,US,0.31,0.22,88.8799973,,,M,5,DC10,1,DC09,0,1
6A069205SOF7,9S,0.33,0.05,88.8799973,,,N,0,DC09,0,DC09,0,0
6A05Y264SOA6,9S,0.33,0.05,80.5500031,,,M,10.5,DC09,0,DC10,1,1
6A05Y266SOB7,9S,0.33,0.05,91.6600037,92.3000031,100,N,0,DC09,0,DC10,1,1
6A064085SOE7,9S,0.33,0.05,91.6600037,,,N,0,DC09,0,DC10,1,1
6A06A229SOF3,US,0.33,0.05,88.8799973,97.4300003,100,N,0,DC11,0,DC11,0,0
6A06C285SOB3,9S,0.33,0.06,86.1100006,,,N,0,DC10,1,DC11,0,1
6A05Z089SOD5,9S,0.33,0.06,86.1100006,89.7399979,100,M,4,DC09,0,DC11,0,0
6560098QSEA3,9S,0.33,0.06,94.4400024,100,100,N,0,DC09,0,DC10,1,1
6A063054SOB4,9S,0.33,0.06,80.5500031,92.3000031,97.2200012,N,0,DC09,0,DC11,0,0
6A05L147SOA4,US,0.33,0.06,100,100,100,N,0,DC09,0,DC09,0,0
6560275QSEE1,9S,0.33,0.08,97.2200012,,,N,0,DC09,0,DC10,1,1
6A05L100SOE3,US,0.33,0.08,88.8799973,97.4300003,100,N,0,DC11,0,DC10,1,1
6A068215SOC5,9S,0.33,0.08,88.8799973,,,N,0,DC11,0,DC10,1,1
6A067123SOG4,9S,0.33,0.09,94.4400024,89.7399979,100,N,0,DC10,1,DC11,0,1
6A05L269SOC3,US,0.33,0.09,86.1100006,92.3000031,100,N,0,DC09,0,DC09,0,0
6A05U200SOG7,9S,0.33,0.09,83.3300018,,,N,0,DC09,0,DC11,0,0
6A04P105SOC0,9S,0.33,0.09,100,,,N,0,DC11,0,DC09,0,0
6560090DSEF0,US,0.33,0.09,91.6600037,94.8700027,100,N,0,DC11,0,DC11,0,0
6A05U263SOC3,US,0.33,0.09,86.1100006,,,M,4,DC09,0,DC10,1,1
6A060209SOE6,US,0.33,0.09,91.6600037,94.8700027,97.2900009,N,0,DC10,1,DC10,1,1
6560274DSED3,9S,0.33,0.11,94.4400024,97.4300003,100,N,0,DC09,0,DC10,1,1
6A06F188SOB3,9S,0.33,0.11,88.8799973,100,94.8700027,N,0,DC10,1,DC09,0,1
6A05L282SOD6,US,0.33,0.11,86.1100006,94.8700027,100,N,0,DC10,1,DC09,0,1
6A05T322SOB0,9S,0.33,0.11,88.8799973,,,N,0,DC11,0,DC11,0,0
6A05T381SOB5,US,0.33,0.11,89.6100006,92.3000031,97.2200012,N,0,DC10,1,DC10,1,1
65600A89SEC0,9S,0.33,0.11,91.6600037,92.3000031,100,N,0,DC09,0,DC09,0,0
65600A8KSEE6,9S,0.33,0.11,88.8799973,94.8700027,100,N,0,DC09,0,DC09,0,0
6A06E030SOE3,US,0.33,0.11,97.2200012,92.3000031,97.2200012,N,0,DC11,0,DC09,0,0
6A069178SOG6,9S,0.33,0.13,88.8799973,92.3000031,100,M,3,DC11,0,DC09,0,0
6A06C015SOB1,9S,0.33,0.13,94.4400024,97.4300003,100,N,0,DC09,0,DC10,1,1
6A069153SOG0,9S,0.33,0.13,97.2200012,100,100,N,0,DC09,0,DC11,0,0
6A069249SOE0,US,0.33,0.13,77.7699966,97.4300003,100,Y,15,DC11,0,DC10,1,1
6A05Q255SOE7,US,0.33,0.13,94.4400024,89.7399979,100,N,0,DC10,1,DC10,1,1
6A05Y050SOD1,9S,0.33,0.13,80.5500031,89.7399979,97.1399994,M,7.5,DC09,0,DC11,0,0
6A05R012SOF6,US,0.33,0.13,94.4400024,97.4300003,100,N,0,DC11,0,DC09,0,0
6A03W065SOA0,US,0.33,0.13,91.6600037,89.7399979,97.1399994,N,0,DC11,0,DC10,1,1
6A064295SOA2,US,0.33,0.14,88.8799973,97.4300003,100,N,0,DC11,0,DC11,0,0
65600A8BSED3,9S,0.33,0.14,91.6600037,94.8700027,94.5899963,N,0,DC09,0,DC09,0,0
6A03P293SOA5,9S,0.33,0.14,88.8799973,,,N,0,DC09,0,DC10,1,1
6A04S169SOC7,9S,0.33,0.14,100,94.8700027,94.5899963,N,0,DC10,1,DC10,1,1
6A060210SOA4,US,0.33,0.14,94.4400024,,,N,0,DC11,0,DC11,0,0
6A05K160SOB4,US,0.33,0.14,97.2200012,97.4300003,100,N,0,DC11,0,DC09,0,0
6A061219SOC2,US,0.33,0.14,97.2200012,89.7399979,100,N,0,DC11,0,DC11,0,0
6A05Z263SOE2,US,0.33,0.16,88.8799973,,,M,4,DC11,0,DC09,0,0
6A050208SOE7,9S,0.33,0.16,86.1100006,94.8700027,100,N,0,DC09,0,DC10,1,1
6A04S138SOH2,9S,0.33,0.16,94.4400024,,,N,0,DC09,0,DC11,0,0
6A05R013SOC5,US,0.33,0.16,100,97.4300003,100,N,0,DC11,0,DC09,0,0
6A060120SOF7,US,0.33,0.17,91.6600037,,,N,0,DC09,0,DC09,0,0
6A05R098SOA7,US,0.33,0.17,88.8799973,,,N,0,DC10,1,DC09,0,1
6A060216SOD7,US,0.33,0.17,94.4400024,,,N,0,DC10,1,DC10,1,1
6A05S196SOG5,US,0.33,0.19,94.4400024,94.8700027,100,N,0,DC10,1,DC09,0,1
6A061216SOE2,US,0.33,0.2,91.6600037,,,N,0,DC11,0,DC11,0,0
6A06D130SOD1,US,0.33,0.22,91.6600037,94.8700027,100,N,0,DC11,0,DC10,1,1
65600A4SSEG0,US,0.33,0.22,88.8799973,97.4300003,97.3600006,N,0,DC11,0,DC10,1,1
65600863SEE7,US,0.33,0.23,88.8799973,,,N,0,DC09,0,DC09,0,0
6570054ZSED7,9S,0.34,0,94.4400024,,,N,0,DC09,0,DC10,1,1
6A06C286SOF5,9S,0.34,0.03,91.6600037,,,N,0,DC09,0,DC10,1,1
6A05L124SOA7,9S,0.34,0.03,91.6600037,,,M,3,DC09,0,DC10,1,1
6A03P205SOF4,9S,0.34,0.03,91.6600037,,,N,0,DC09,0,DC10,1,1
6A04X082SOH0,9S,0.34,0.05,83.3300018,94.8700027,100,M,2,DC09,0,DC09,0,0
6570053HSEE0,9S,0.34,0.05,97.2200012,97.4300003,97.3600006,N,0,DC09,0,DC10,1,1
6570053GSEH1,9S,0.34,0.05,91.6600037,,,N,0,DC09,0,DC09,0,0
6A03P277SOB2,9S,0.34,0.05,83.3300018,94.8700027,97.2900009,N,0,DC09,0,DC10,1,1
6A03P290SOC5,9S,0.34,0.06,88.8799973,92.3000031,100,M,3,DC09,0,DC10,1,1
6A06C026SOC4,9S,0.34,0.08,91.6600037,89.7399979,100,N,0,DC09,0,DC10,1,1
6Q0EJ122SOG6,US,0.34,0.08,91.6600037,,,N,0,DC11,0,DC10,1,1
6A063112SOD5,9S,0.34,0.08,83.3300018,,,N,0,DC09,0,DC09,0,0
6A065021SOF4,9S,0.34,0.08,86.1100006,,,M,3,DC11,0,DC09,0,0
6A05Y126SOG7,US,0.34,0.08,94.4400024,97.4300003,100,N,0,DC11,0,DC11,0,0
6A066251SOC7,9S,0.34,0.09,91.6600037,97.4300003,97.3600006,N,0,DC09,0,DC09,0,0
6A067001SOE5,9S,0.34,0.09,91.6600037,94.8700027,100,N,0,DC09,0,DC10,1,1
6A069243SOA5,US,0.34,0.09,94.4400024,87.1699982,100,N,0,DC11,0,DC10,1,1
6A05Q005SOG2,9S,0.34,0.09,86.1100006,94.8700027,100,N,0,DC11,0,DC11,0,0
6A063113SOA4,9S,0.34,0.09,94.4400024,,,N,0,DC09,0,DC09,0,0
6A066244SOD6,9S,0.34,0.09,97.2200012,82.0500031,96.8700027,N,0,DC11,0,DC10,1,1
65600930SEH2,US,0.34,0.09,86.1100006,,,M,10,DC10,1,DC09,0,1
6A060262SOC0,US,0.34,0.11,88.8799973,,,M,3,DC11,0,DC09,0,0
6A04V239SOE3,9S,0.34,0.11,94.4400024,100,100,N,0,DC09,0,DC09,0,0
6560064LSEA5,US,0.34,0.11,88.8799973,97.4300003,97.3600006,M,2,DC11,0,DC09,0,0
6A05L107SOE5,9S,0.34,0.11,97.2200012,97.4300003,100,N,0,DC09,0,DC10,1,1
6A05U068SOD2,9S,0.34,0.11,80.5500031,92.3000031,100,N,0,DC11,0,DC09,0,0
6A066245SOA5,9S,0.34,0.11,88.8799973,97.4300003,97.3600006,M,3,DC11,0,DC10,1,1
6A069204SOB5,US,0.34,0.11,94.4400024,89.7399979,97.1399994,N,0,DC11,0,DC10,1,1
6A06D158SOB7,US,0.34,0.11,86.1100006,97.4300003,94.7300034,N,0,DC09,0,DC09,0,0
6A06F109SOG4,9S,0.34,0.11,91.6600037,97.4300003,97.3600006,N,0,DC09,0,DC11,0,0
6A05Y130SOA5,US,0.34,0.11,97.2200012,92.3000031,97.2200012,N,0,DC11,0,DC11,0,0
6A05K202SOE2,US,0.34,0.11,97.2200012,97.4300003,97.3600006,N,0,DC11,0,DC09,0,0
6A05S200SOG1,US,0.34,0.11,88.8799973,,,N,0,DC10,1,DC11,0,1
6560275LSEF0,9S,0.34,0.13,88.8799973,87.1699982,100,N,0,DC09,0,DC10,1,1
6A064002SOA3,9S,0.34,0.13,97.2200012,87.1699982,97.0500031,N,0,DC09,0,DC10,1,1
6A06A331SOE4,US,0.34,0.13,94.4400024,,,N,0,DC09,0,DC11,0,0
6Q0IT121SOD4,US,0.34,0.13,100,,,N,0,DC11,0,DC10,1,1
6A05X122SOE2,US,0.34,0.13,88.8799973,89.7399979,100,N,0,DC09,0,DC09,0,0
6A05Q021SOF5,9S,0.34,0.13,97.2200012,100,100,N,0,DC11,0,DC11,0,0
6A05R160SOE1,US,0.34,0.13,94.4400024,94.8700027,97.2900009,N,0,DC09,0,DC10,1,1
65600A7DSEA0,9S,0.34,0.13,91.6600037,,,N,0,DC09,0,DC09,0,0
6A05C260SOF0,US,0.34,0.13,91.6600037,94.8700027,94.5899963,N,0,DC09,0,DC10,1,1
6A05R108SOD6,US,0.34,0.13,77.7699966,89.7399979,100,N,0,DC10,1,DC09,0,1
6A05R064SOH2,US,0.34,0.13,97.2200012,97.4300003,97.3600006,N,0,DC09,0,DC10,1,1
6A066253SOE0,9S,0.34,0.14,94.4400024,97.4300003,100,N,0,DC11,0,DC09,0,0
6A05L114SOD6,9S,0.34,0.14,94.4400024,,,N,0,DC09,0,DC10,1,1
6A05S191SOA1,US,0.34,0.14,91.6600037,,,N,0,DC10,1,DC09,0,1
6A06C119SOC4,9S,0.34,0.16,88.8799973,,,N,0,DC09,0,DC09,0,0
6560064ISEC5,US,0.34,0.16,88.8799973,92.3000031,100,N,0,DC11,0,DC11,0,0
6A05Z137SOB2,US,0.34,0.17,94.4400024,100,100,N,0,DC11,0,DC09,0,0
6A069157SOA7,9S,0.34,0.17,77.7699966,94.8700027,97.2900009,M,7,DC11,0,DC11,0,0
6A04P204SOE2,9S,0.34,0.17,88.8799973,,,M,4,DC11,0,DC09,0,0
6A065241SOF3,9S,0.34,0.17,88.8799973,89.7399979,100,N,0,DC11,0,DC11,0,0
6A05Z142SOG5,US,0.34,0.19,88.8799973,94.8700027,94.5899963,N,0,DC11,0,DC09,0,0
65600866SEC7,US,0.34,0.19,91.6600037,,,N,0,DC11,0,DC09,0,0
6A05U172SOD4,US,0.34,0.19,91.6600037,92.3000031,100,N,0,DC09,0,DC09,0,0
6A05L284SOE7,US,0.34,0.19,88.8799973,,,N,0,DC11,0,DC09,0,0
6A05M086SOA6,US,0.34,0.19,88.8799973,,,N,0,DC10,1,DC09,0,1
6A069161SOC0,9S,0.34,0.2,94.4400024,,,N,0,DC09,0,DC11,0,0
6A05Q215SOB5,US,0.34,0.2,100,100,100,N,0,DC10,1,DC10,1,1
6A06D078SOE3,US,0.34,0.2,86.1100006,,,N,0,DC09,0,DC11,0,0
6A065240SOB1,9S,0.34,0.2,94.4400024,94.8700027,100,N,0,DC09,0,DC11,0,0
6A065193SOA3,9S,0.36,0.05,94.4400024,,,N,0,DC09,0,DC09,0,0
6A05L275SOE5,9S,0.36,0.08,86.1100006,97.4300003,100,M,6,DC09,0,DC11,0,0
6A064079SOC5,9S,0.36,0.08,91.6600037,,,N,0,DC09,0,DC09,0,0
6A065164SOF7,9S,0.36,0.09,97.2200012,89.7399979,100,N,0,DC09,0,DC09,0,0
6A06A096SOD6,9S,0.36,0.09,86.1100006,92.3000031,100,N,0,DC10,1,DC11,0,1
6A06F217SOB5,9S,0.36,0.09,88.8799973,94.8700027,100,M,4,DC09,0,DC10,1,1
6A05P070SOB3,US,0.36,0.09,86.1100006,89.7399979,97.1399994,N,0,DC09,0,DC09,0,0
6A064082SOG7,9S,0.36,0.09,88.8799973,97.4300003,97.3600006,N,0,DC11,0,DC11,0,0
6A05W071SOA7,US,0.36,0.09,94.4400024,,,N,0,DC09,0,DC10,1,1
6A05L113SOG7,9S,0.36,0.09,83.3300018,87.1699982,100,N,0,DC09,0,DC10,1,1
6A05U075SOC3,9S,0.36,0.09,94.4400024,94.8700027,100,N,0,DC09,0,DC11,0,0
6A03Q293SOB0,9S,0.36,0.09,94.4400024,100,100,N,0,DC09,0,DC09,0,0
6A05R094SOG0,US,0.36,0.09,88.8799973,94.8700027,100,N,0,DC09,0,DC10,1,1
6A054017SOB0,9S,0.36,0.11,94.4400024,94.8700027,100,N,0,DC09,0,DC09,0,0
6A064014SOG0,9S,0.36,0.11,88.8799973,,,N,0,DC09,0,DC11,0,0
6A065215SOB4,9S,0.36,0.11,91.6600037,,,N,0,DC09,0,DC11,0,0
6A05P027SOB2,US,0.36,0.11,83.3300018,97.4300003,97.3600006,M,2,DC11,0,DC09,0,0
6A06D091SOF6,US,0.36,0.11,86.1100006,,,N,0,DC09,0,DC10,1,1
6A06A226SOA0,US,0.36,0.11,91.6600037,92.3000031,100,N,0,DC11,0,DC11,0,0
6560085RSEG6,US,0.36,0.13,80.5500031,87.1699982,94.1100006,M,5,DC09,0,DC09,0,0
6A05R083SOE5,US,0.36,0.13,83.3300018,92.3000031,100,M,3,DC11,0,DC09,0,0
6A067297SOC4,9S,0.36,0.13,91.6600037,,,N,0,DC11,0,DC11,0,0
6A05Y208SOF4,US,0.36,0.13,86.1100006,94.8700027,97.2900009,N,0,DC09,0,DC09,0,0
6A04X020SOB0,9S,0.36,0.13,94.4400024,94.8700027,100,N,0,DC09,0,DC09,0,0
6A05U293SOB1,9S,0.36,0.13,94.4400024,,,N,0,DC11,0,DC09,0,0
6A03P279SOC3,9S,0.36,0.13,97.2200012,,,N,0,DC09,0,DC10,1,1
6A065202SOG3,9S,0.36,0.13,91.6600037,92.3000031,100,N,0,DC09,0,DC11,0,0
6A06D167SOC1,US,0.36,0.13,94.4400024,92.3000031,100,N,0,DC09,0,DC09,0,0
6A065115SOC3,9S,0.36,0.13,94.4400024,94.8700027,100,N,0,DC09,0,DC11,0,0
6A069103SOF5,US,0.36,0.13,83.3300018,,,M,3,DC09,0,DC11,0,0
6A05L249SOA6,US,0.36,0.13,94.4400024,97.4300003,100,N,0,DC09,0,DC09,0,0
6A064019SOF1,9S,0.36,0.14,100,92.3000031,100,N,0,DC09,0,DC10,1,1
6A067205SOF1,9S,0.36,0.14,91.6600037,97.4300003,100,N,0,DC09,0,DC10,1,1
6A069271SOF5,US,0.36,0.14,83.3300018,92.3000031,100,M,2,DC11,0,DC10,1,1
6A05S220SOA3,9S,0.36,0.14,91.6600037,,,N,0,DC09,0,DC11,0,0
6A05U063SOE1,9S,0.36,0.14,77.7699966,94.8700027,100,N,0,DC09,0,DC09,0,0
6A05Z260SOG2,US,0.36,0.16,94.4400024,,,N,0,DC11,0,DC09,0,0
6A05Z061SOE7,9S,0.36,0.16,94.4400024,92.3000031,100,N,0,DC10,1,DC09,0,1
